"id","username","fullName","profilePicUrl","bio","platform","externalUrl","followerCount","followingCount","isPrivate","isVerified","engagementRate"
"6218865912","mrnigelng","Nigel Ng (Uncle Roger)","https://instagram.fmnl3-1.fna.fbcdn.net/v/t51.2885-19/241373077_384459043264437_1943379711012096635_n.jpg?stp=dst-jpg_s150x150&_nc_ht=instagram.fmnl3-1.fna.fbcdn.net&_nc_cat=1&_nc_ohc=O9eZ9Y5-OW4AX-zXHHB&edm=AOQ1c0wBAAAA&ccb=7-5&oh=00_AfCrZlxxuE1JUaJW-ofJwUmVAy46qBwjAwdB-ZW8s1ZvcA&oe=6495F819&_nc_sid=f70a57","👨‍🍳 Not a chef, I just complain
🥟 Uncle Roger’s fav dumplings @eat.mila
🎟️ Last few days to get THE HAIYAA SPECIAL👇","instagram","http://linktr.ee/mrnigelng",3297329,1531,false,true,0
